profession_name,user_id,lesson_id,lesson_name,lesson_datetime,next_lesson_datetime,delta_seconds,completion_flag
software-engineer,12410,42,lesson - 42,2020-03-15 19:24:34.0000000,2020-03-17 11:03:27.0000000,142733,NORMAL
data-analyst,12327,1,lesson - 1,2020-03-15 19:38:40.0000000,2020-03-18 03:52:23.0000000,202423,NORMAL
software-engineer,14395,967,lesson - 967,2020-03-15 19:40:22.0000000,2020-03-27 01:18:38.0000000,970696,NORMAL
software-engineer,11408,838,lesson - 838,2020-03-15 19:54:36.0000000,2020-03-16 00:49:25.0000000,17689,NORMAL
data-analyst,11305,501,lesson - 501,2020-03-15 19:56:50.0000000,2020-03-19 10:00:33.0000000,309823,NORMAL
data-scientist,10459,399,lesson - 399,2020-03-15 19:57:37.0000000,2020-03-16 08:43:26.0000000,45949,NORMAL
software-engineer,14434,809,lesson - 809,2020-03-15 19:59:12.0000000,2020-03-21 11:50:22.0000000,489070,NORMAL
software-engineer,11628,619,lesson - 619,2020-03-15 20:08:04.0000000,2020-03-17 16:17:31.0000000,158967,NORMAL
data-analyst,10437,43,lesson - 43,2020-03-15 20:12:15.0000000,2020-04-01 05:43:44.0000000,1416689,NORMAL
data-analyst,10309,633,lesson - 633,2020-03-15 20:19:39.0000000,2020-03-16 11:32:08.0000000,54749,NORMAL
data-scientist,14927,23,lesson - 23,2020-03-15 20:28:27.0000000,2020-03-22 01:19:27.0000000,535860,NORMAL
software-engineer,12690,821,lesson - 821,2020-03-15 20:31:12.0000000,2020-04-01 05:26:15.0000000,1414503,NORMAL
data-scientist,12403,558,lesson - 558,2020-03-15 20:36:18.0000000,2020-03-19 14:48:27.0000000,324729,NORMAL
software-engineer,11224,310,lesson - 310,2020-03-15 20:44:35.0000000,2020-03-26 19:23:25.0000000,945530,NORMAL
data-analyst,11967,547,lesson - 547,2020-03-15 20:51:25.0000000,2020-03-18 09:32:06.0000000,218441,NORMAL
data-analyst,10424,188,lesson - 188,2020-03-15 21:13:51.0000000,2020-03-19 13:06:48.0000000,316377,NORMAL
data-analyst,13045,717,lesson - 717,2020-03-15 21:15:25.0000000,2020-03-19 15:09:09.0000000,323624,NORMAL
data-analyst,12487,545,lesson - 545,2020-03-15 21:16:40.0000000,2020-03-17 20:31:42.0000000,170102,NORMAL
data-scientist,10311,113,lesson - 113,2020-03-15 21:25:03.0000000,2020-03-24 08:23:57.0000000,730734,NORMAL
software-engineer,10309,759,lesson - 759,2020-03-15 21:30:04.0000000,2020-03-18 13:48:24.0000000,231500,NORMAL
data-analyst,14194,674,lesson - 674,2020-03-15 21:38:30.0000000,2020-04-15 13:51:59.0000000,2650409,NORMAL
software-engineer,12194,550,lesson - 550,2020-03-15 21:44:34.0000000,2020-03-20 16:25:17.0000000,412843,NORMAL
data-analyst,14963,142,lesson - 142,2020-03-15 21:44:35.0000000,2020-03-25 15:43:22.0000000,842327,NORMAL
data-scientist,10321,412,lesson - 412,2020-03-15 22:00:16.0000000,2020-04-08 18:36:13.0000000,2061357,NORMAL
data-analyst,12105,489,lesson - 489,2020-03-15 22:03:28.0000000,2020-04-10 05:12:04.0000000,2185716,NORMAL
data-scientist,14708,161,lesson - 161,2020-03-15 22:03:49.0000000,2020-03-22 01:34:33.0000000,531044,NORMAL
data-analyst,14708,282,lesson - 282,2020-03-15 22:05:50.0000000,2020-04-03 20:39:32.0000000,1636422,NORMAL
software-engineer,12626,98,lesson - 98,2020-03-15 22:05:51.0000000,2020-03-21 04:14:16.0000000,454105,NORMAL
software-engineer,11659,102,lesson - 102,2020-03-15 22:12:43.0000000,2020-03-20 22:09:21.0000000,431798,NORMAL
data-scientist,10244,709,lesson - 709,2020-03-15 22:19:31.0000000,2020-03-28 20:38:10.0000000,1117119,NORMAL
software-engineer,12565,396,lesson - 396,2020-03-15 22:20:34.0000000,2020-03-19 04:26:28.0000000,281154,NORMAL
data-analyst,10502,224,lesson - 224,2020-03-15 22:24:09.0000000,2020-04-04 19:10:36.0000000,1716387,NORMAL
data-scientist,13467,709,lesson - 709,2020-03-15 22:26:10.0000000,2020-04-15 13:36:09.0000000,2646599,NORMAL
data-analyst,11164,459,lesson - 459,2020-03-15 22:26:37.0000000,2020-03-22 10:54:02.0000000,563245,NORMAL
data-analyst,13810,7,lesson - 7,2020-03-15 22:27:46.0000000,2020-03-19 04:39:52.0000000,281526,NORMAL
data-scientist,12002,554,lesson - 554,2020-03-15 22:41:35.0000000,2020-04-15 23:25:21.0000000,2681026,NORMAL
data-scientist,12161,904,lesson - 904,2020-03-15 22:42:31.0000000,2020-03-20 17:06:56.0000000,411865,NORMAL
software-engineer,11675,646,lesson - 646,2020-03-15 22:48:47.0000000,2020-03-17 19:38:19.0000000,161372,NORMAL
data-scientist,12588,417,lesson - 417,2020-03-15 22:57:55.0000000,2020-03-24 18:56:41.0000000,763126,NORMAL
data-scientist,10086,426,lesson - 426,2020-03-15 22:59:51.0000000,2020-03-22 19:33:54.0000000,592443,NORMAL
data-scientist,14848,807,lesson - 807,2020-03-15 23:00:47.0000000,2020-03-24 09:05:41.0000000,727494,NORMAL
data-scientist,14829,825,lesson - 825,2020-03-15 23:12:48.0000000,2020-03-21 06:59:08.0000000,459980,NORMAL
software-engineer,13196,12,lesson - 12,2020-03-15 23:26:07.0000000,2020-03-17 05:19:43.0000000,107616,NORMAL
data-scientist,14671,922,lesson - 922,2020-03-15 23:35:18.0000000,2020-03-17 03:12:32.0000000,99434,NORMAL
software-engineer,11342,440,lesson - 440,2020-03-15 23:41:11.0000000,2020-03-19 04:29:00.0000000,276469,NORMAL
software-engineer,11619,507,lesson - 507,2020-03-15 23:42:09.0000000,2020-04-10 17:48:12.0000000,2225163,NORMAL
data-analyst,11387,905,lesson - 905,2020-03-15 23:42:29.0000000,2020-03-18 14:12:37.0000000,225008,NORMAL
software-engineer,14671,821,lesson - 821,2020-03-15 23:43:35.0000000,2020-03-17 01:44:01.0000000,93626,NORMAL
software-engineer,14250,72,lesson - 72,2020-03-15 23:51:00.0000000,2020-05-10 19:28:05.0000000,4822625,NORMAL
data-scientist,14511,768,lesson - 768,2020-03-15 23:51:45.0000000,2020-03-20 17:38:49.0000000,409624,NORMAL
data-scientist,10122,319,lesson - 319,2020-03-15 23:55:00.0000000,2020-03-27 06:35:29.0000000,974429,NORMAL
data-scientist,10180,554,lesson - 554,2020-03-15 23:57:56.0000000,2020-03-20 19:26:15.0000000,415699,NORMAL
data-scientist,14899,863,lesson - 863,2020-03-15 23:59:14.0000000,2020-04-09 19:24:43.0000000,2143529,NORMAL
data-scientist,12665,812,lesson - 812,2020-03-16 00:00:08.0000000,2020-03-19 19:30:58.0000000,329450,NORMAL
software-engineer,13658,497,lesson - 497,2020-03-16 00:01:54.0000000,2020-03-24 18:24:33.0000000,757359,NORMAL
data-analyst,14508,66,lesson - 66,2020-03-16 00:03:12.0000000,2020-03-20 13:56:34.0000000,395602,NORMAL
data-analyst,12593,986,lesson - 986,2020-03-16 00:03:14.0000000,2020-03-26 00:23:23.0000000,865209,NORMAL
data-scientist,14545,732,lesson - 732,2020-03-16 00:05:23.0000000,2020-03-16 21:13:36.0000000,76093,NORMAL
data-scientist,11795,100,lesson - 100,2020-03-16 00:05:26.0000000,2020-04-03 19:47:01.0000000,1626095,NORMAL
software-engineer,12270,86,lesson - 86,2020-03-16 00:13:05.0000000,2020-03-17 05:10:02.0000000,104217,NORMAL
data-scientist,11728,634,lesson - 634,2020-03-16 00:22:02.0000000,2020-03-18 14:41:49.0000000,224387,NORMAL
software-engineer,12102,19,lesson - 19,2020-03-16 00:32:12.0000000,2020-03-16 10:20:37.0000000,35305,NORMAL
software-engineer,14480,231,lesson - 231,2020-03-16 00:33:27.0000000,2020-03-21 01:14:25.0000000,434458,NORMAL
data-scientist,13428,947,lesson - 947,2020-03-16 00:34:55.0000000,2020-03-17 05:50:07.0000000,105312,NORMAL
data-analyst,10545,542,lesson - 542,2020-03-16 00:42:01.0000000,2020-03-21 21:50:58.0000000,508137,NORMAL
data-scientist,13712,843,lesson - 843,2020-03-16 00:42:03.0000000,2020-03-19 05:47:47.0000000,277544,NORMAL
data-analyst,10367,963,lesson - 963,2020-03-16 00:46:00.0000000,2020-03-18 03:08:06.0000000,181326,NORMAL
software-engineer,10448,765,lesson - 765,2020-03-16 00:46:32.0000000,2020-04-16 19:53:49.0000000,2747237,NORMAL
data-scientist,10787,772,lesson - 772,2020-03-16 00:48:44.0000000,2020-03-28 21:34:52.0000000,1111568,NORMAL
software-engineer,11408,670,lesson - 670,2020-03-16 00:49:25.0000000,2020-03-31 06:32:44.0000000,1316599,NORMAL
data-analyst,12257,379,lesson - 379,2020-03-16 00:59:47.0000000,2020-03-16 22:54:14.0000000,78867,NORMAL
data-analyst,11333,180,lesson - 180,2020-03-16 01:08:47.0000000,2020-03-16 13:06:12.0000000,43045,NORMAL
software-engineer,12204,245,lesson - 245,2020-03-16 01:09:07.0000000,2020-03-18 01:09:50.0000000,172843,NORMAL
data-analyst,11153,620,lesson - 620,2020-03-16 01:10:25.0000000,2020-03-19 09:01:04.0000000,287439,NORMAL
software-engineer,10925,449,lesson - 449,2020-03-16 01:12:14.0000000,2020-04-01 21:04:42.0000000,1453948,NORMAL
software-engineer,14025,750,lesson - 750,2020-03-16 01:14:52.0000000,2020-03-16 22:20:03.0000000,75911,NORMAL
data-scientist,14130,189,lesson - 189,2020-03-16 01:18:23.0000000,2020-03-19 23:04:08.0000000,337545,NORMAL
data-analyst,14564,131,lesson - 131,2020-03-16 01:22:57.0000000,2020-03-24 12:03:10.0000000,729613,NORMAL
data-analyst,13597,207,lesson - 207,2020-03-16 01:32:43.0000000,2020-03-20 05:20:07.0000000,359244,NORMAL
data-scientist,12383,780,lesson - 780,2020-03-16 01:47:10.0000000,2020-04-05 21:39:55.0000000,1799565,NORMAL
software-engineer,10868,234,lesson - 234,2020-03-16 01:50:45.0000000,2020-03-17 09:04:25.0000000,112420,NORMAL
data-scientist,12916,274,lesson - 274,2020-03-16 01:56:43.0000000,2020-03-17 16:20:45.0000000,138242,NORMAL
software-engineer,12833,958,lesson - 958,2020-03-16 01:57:50.0000000,2020-03-25 01:36:40.0000000,776330,NORMAL
data-analyst,12356,690,lesson - 690,2020-03-16 01:57:50.0000000,2020-03-21 04:09:33.0000000,439903,NORMAL
software-engineer,11054,679,lesson - 679,2020-03-16 01:59:41.0000000,2020-04-02 19:28:56.0000000,1531755,NORMAL
data-analyst,12910,50,lesson - 50,2020-03-16 02:15:25.0000000,2020-03-18 03:19:07.0000000,176622,NORMAL
data-scientist,12824,129,lesson - 129,2020-03-16 02:29:31.0000000,2020-03-18 22:19:07.0000000,244176,NORMAL
data-analyst,10485,562,lesson - 562,2020-03-16 02:30:24.0000000,2020-03-28 03:29:13.0000000,1040329,NORMAL
data-scientist,10548,418,lesson - 418,2020-03-16 02:38:13.0000000,2020-03-17 20:25:59.0000000,150466,NORMAL
data-analyst,10070,545,lesson - 545,2020-03-16 02:44:45.0000000,2020-03-19 03:22:31.0000000,261466,NORMAL
data-scientist,11145,18,lesson - 18,2020-03-16 02:47:18.0000000,2020-04-04 12:15:53.0000000,1675715,NORMAL
data-scientist,11578,700,lesson - 700,2020-03-16 02:48:31.0000000,2020-03-18 22:19:12.0000000,243041,NORMAL
data-analyst,10926,126,lesson - 126,2020-03-16 02:48:52.0000000,2020-03-26 04:48:15.0000000,871163,NORMAL
software-engineer,10129,765,lesson - 765,2020-03-16 02:50:03.0000000,2020-03-17 06:46:54.0000000,100611,NORMAL
data-scientist,11979,598,lesson - 598,2020-03-16 02:57:27.0000000,2020-03-22 20:15:01.0000000,580654,NORMAL
software-engineer,11425,154,lesson - 154,2020-03-16 03:00:27.0000000,2020-03-24 08:33:47.0000000,711200,NORMAL
software-engineer,10462,869,lesson - 869,2020-03-16 03:05:16.0000000,2020-03-18 05:05:58.0000000,180042,NORMAL
data-analyst,11513,313,lesson - 313,2020-03-16 03:07:39.0000000,2020-04-04 11:07:13.0000000,1670374,NORMAL
data-analyst,10060,835,lesson - 835,2020-03-16 03:23:29.0000000,2020-03-18 15:04:16.0000000,214847,NORMAL
software-engineer,13140,786,lesson - 786,2020-03-16 03:26:38.0000000,2020-03-22 13:13:20.0000000,553602,NORMAL
data-analyst,10556,244,lesson - 244,2020-03-16 03:28:01.0000000,2020-03-22 07:19:52.0000000,532311,NORMAL
data-analyst,11189,462,lesson - 462,2020-03-16 03:30:12.0000000,2020-03-23 23:16:47.0000000,675995,NORMAL
data-scientist,11760,145,lesson - 145,2020-03-16 03:32:36.0000000,2020-03-18 20:51:59.0000000,235163,NORMAL
data-analyst,14668,959,lesson - 959,2020-03-16 03:32:38.0000000,2020-03-21 05:01:43.0000000,437345,NORMAL
software-engineer,14278,824,lesson - 824,2020-03-16 03:40:25.0000000,2020-03-17 01:18:00.0000000,77855,NORMAL
data-scientist,10585,530,lesson - 530,2020-03-16 03:47:03.0000000,2020-03-17 21:11:46.0000000,149083,NORMAL
software-engineer,14384,865,lesson - 865,2020-03-16 04:03:35.0000000,2020-03-26 00:02:47.0000000,849552,NORMAL
data-scientist,14748,618,lesson - 618,2020-03-16 04:04:41.0000000,2020-04-01 05:37:37.0000000,1387976,NORMAL
data-scientist,13950,597,lesson - 597,2020-03-16 04:09:23.0000000,2020-03-26 10:47:08.0000000,887865,NORMAL
software-engineer,12173,413,lesson - 413,2020-03-16 04:10:20.0000000,2020-04-08 16:27:40.0000000,2031440,NORMAL
data-scientist,10364,417,lesson - 417,2020-03-16 04:20:59.0000000,2020-04-04 15:34:44.0000000,1682025,NORMAL
software-engineer,11497,137,lesson - 137,2020-03-16 04:23:05.0000000,2020-03-24 02:37:53.0000000,684888,NORMAL
data-scientist,12194,916,lesson - 916,2020-03-16 04:30:24.0000000,2020-03-23 17:20:04.0000000,650980,NORMAL
data-scientist,12484,230,lesson - 230,2020-03-16 04:32:47.0000000,2020-03-22 00:50:58.0000000,505091,NORMAL
data-analyst,12589,543,lesson - 543,2020-03-16 04:34:13.0000000,2020-03-23 01:44:27.0000000,594614,NORMAL
software-engineer,12661,263,lesson - 263,2020-03-16 04:38:24.0000000,2020-03-16 20:23:25.0000000,56701,NORMAL
data-analyst,11422,435,lesson - 435,2020-03-16 04:48:20.0000000,2020-03-16 21:27:52.0000000,59972,NORMAL
data-scientist,12644,300,lesson - 300,2020-03-16 04:58:05.0000000,2020-05-02 18:26:46.0000000,4109321,NORMAL
data-analyst,12452,392,lesson - 392,2020-03-16 05:01:37.0000000,2020-03-28 19:33:36.0000000,1089119,NORMAL
data-analyst,10172,621,lesson - 621,2020-03-16 05:08:35.0000000,2020-03-24 16:43:20.0000000,732885,NORMAL
software-engineer,13745,776,lesson - 776,2020-03-16 05:11:44.0000000,2020-03-30 11:55:31.0000000,1233827,NORMAL
data-analyst,10054,736,lesson - 736,2020-03-16 05:27:05.0000000,2020-03-18 19:28:23.0000000,223278,NORMAL
data-scientist,10198,250,lesson - 250,2020-03-16 05:31:53.0000000,2020-04-09 14:45:25.0000000,2106812,NORMAL
data-analyst,11498,856,lesson - 856,2020-03-16 06:00:19.0000000,2020-03-24 04:00:10.0000000,683991,NORMAL
software-engineer,13647,939,lesson - 939,2020-03-16 06:10:18.0000000,2020-03-29 21:04:56.0000000,1176878,NORMAL
software-engineer,12239,314,lesson - 314,2020-03-16 06:12:45.0000000,2020-03-24 13:58:39.0000000,719154,NORMAL
data-scientist,11913,165,lesson - 165,2020-03-16 06:23:41.0000000,2020-03-25 01:43:45.0000000,760804,NORMAL
software-engineer,13634,972,lesson - 972,2020-03-16 06:30:52.0000000,2020-03-19 05:42:24.0000000,256292,NORMAL
data-analyst,11145,542,lesson - 542,2020-03-16 06:41:48.0000000,2020-03-25 01:48:09.0000000,759981,NORMAL
software-engineer,10727,427,lesson - 427,2020-03-16 06:54:54.0000000,2020-04-03 03:18:42.0000000,1542228,NORMAL
data-scientist,10450,242,lesson - 242,2020-03-16 06:57:12.0000000,2020-03-19 07:57:37.0000000,262825,NORMAL
data-analyst,10922,707,lesson - 707,2020-03-16 06:59:45.0000000,2020-03-22 06:18:22.0000000,515917,NORMAL
software-engineer,11339,234,lesson - 234,2020-03-16 07:02:23.0000000,2020-03-24 15:37:51.0000000,722128,NORMAL
software-engineer,11898,57,lesson - 57,2020-03-16 07:04:09.0000000,2020-03-17 11:14:09.0000000,101400,NORMAL
software-engineer,12015,748,lesson - 748,2020-03-16 07:06:04.0000000,2020-03-23 02:31:45.0000000,588341,NORMAL
data-analyst,11894,789,lesson - 789,2020-03-16 07:10:38.0000000,2020-03-24 20:43:46.0000000,739988,NORMAL
software-engineer,13875,476,lesson - 476,2020-03-16 07:13:01.0000000,2020-03-18 06:35:53.0000000,170572,NORMAL
software-engineer,12508,813,lesson - 813,2020-03-16 07:23:36.0000000,2020-04-06 02:31:43.0000000,1796887,NORMAL
data-scientist,14146,100,lesson - 100,2020-03-16 07:29:51.0000000,2020-03-31 16:35:36.0000000,1328745,NORMAL
software-engineer,10014,934,lesson - 934,2020-03-16 07:41:16.0000000,2020-04-17 18:31:21.0000000,2803805,NORMAL
data-analyst,12463,546,lesson - 546,2020-03-16 07:48:51.0000000,2020-03-19 01:38:11.0000000,236960,NORMAL
data-scientist,14993,859,lesson - 859,2020-03-16 07:55:34.0000000,2020-03-24 19:29:07.0000000,732813,NORMAL
data-scientist,10401,184,lesson - 184,2020-03-16 07:57:27.0000000,2020-03-25 11:18:37.0000000,789670,NORMAL
data-scientist,13799,827,lesson - 827,2020-03-16 08:00:52.0000000,2020-03-18 13:28:12.0000000,192440,NORMAL
data-scientist,11255,768,lesson - 768,2020-03-16 08:01:14.0000000,2020-03-26 15:48:53.0000000,892059,NORMAL
data-analyst,14230,737,lesson - 737,2020-03-16 08:14:32.0000000,2020-03-29 11:22:20.0000000,1134468,NORMAL
data-analyst,14626,560,lesson - 560,2020-03-16 08:23:34.0000000,2020-03-21 17:33:44.0000000,465010,NORMAL
data-analyst,12403,883,lesson - 883,2020-03-16 08:24:46.0000000,2020-03-18 09:27:05.0000000,176539,NORMAL
software-engineer,11067,987,lesson - 987,2020-03-16 08:25:38.0000000,2020-03-20 05:50:45.0000000,336307,NORMAL
software-engineer,10126,933,lesson - 933,2020-03-16 08:25:44.0000000,2020-04-04 18:26:43.0000000,1677659,NORMAL
data-scientist,12938,711,lesson - 711,2020-03-16 08:30:59.0000000,2020-04-01 07:59:23.0000000,1380504,NORMAL
software-engineer,14062,516,lesson - 516,2020-03-16 08:31:54.0000000,2020-03-17 10:21:14.0000000,92960,NORMAL
data-scientist,10459,859,lesson - 859,2020-03-16 08:43:26.0000000,2020-03-25 14:43:35.0000000,799209,NORMAL
software-engineer,13752,602,lesson - 602,2020-03-16 08:44:56.0000000,2020-03-16 11:24:24.0000000,9568,NORMAL
data-scientist,13807,129,lesson - 129,2020-03-16 08:45:20.0000000,2020-03-18 18:34:56.0000000,208176,NORMAL
software-engineer,11882,384,lesson - 384,2020-03-16 08:46:22.0000000,2020-03-18 10:46:26.0000000,180004,NORMAL
software-engineer,10609,414,lesson - 414,2020-03-16 08:47:40.0000000,2020-03-17 11:19:19.0000000,95499,NORMAL
data-scientist,11679,582,lesson - 582,2020-03-16 08:48:50.0000000,2020-04-15 16:24:30.0000000,2619340,NORMAL
data-analyst,10089,227,lesson - 227,2020-03-16 08:51:49.0000000,2020-03-17 09:29:07.0000000,88638,NORMAL
software-engineer,12430,921,lesson - 921,2020-03-16 08:59:26.0000000,2020-03-16 23:05:44.0000000,50778,NORMAL
software-engineer,10037,308,lesson - 308,2020-03-16 08:59:41.0000000,2020-03-18 09:21:54.0000000,174133,NORMAL
data-analyst,14055,175,lesson - 175,2020-03-16 09:00:32.0000000,2020-04-07 05:51:48.0000000,1889476,NORMAL
data-scientist,13489,184,lesson - 184,2020-03-16 09:05:55.0000000,2020-03-28 19:29:03.0000000,1074188,NORMAL
data-scientist,14856,23,lesson - 23,2020-03-16 09:08:43.0000000,2020-03-25 05:56:54.0000000,766091,NORMAL
software-engineer,11922,720,lesson - 720,2020-03-16 09:09:39.0000000,2020-03-30 19:25:05.0000000,1246526,NORMAL
software-engineer,13123,122,lesson - 122,2020-03-16 09:16:05.0000000,2020-03-25 03:36:11.0000000,757206,NORMAL
data-analyst,12764,587,lesson - 587,2020-03-16 09:23:08.0000000,2020-04-08 02:24:37.0000000,1962089,NORMAL
data-analyst,13541,579,lesson - 579,2020-03-16 09:24:00.0000000,2020-03-19 00:44:03.0000000,228003,NORMAL
software-engineer,10709,898,lesson - 898,2020-03-16 09:38:22.0000000,2020-03-20 11:14:39.0000000,351377,NORMAL
data-analyst,10021,968,lesson - 968,2020-03-16 09:41:49.0000000,2020-03-22 07:56:02.0000000,512053,NORMAL
data-scientist,10943,300,lesson - 300,2020-03-16 09:48:52.0000000,2020-03-24 08:08:14.0000000,685162,NORMAL
data-analyst,14478,936,lesson - 936,2020-03-16 09:49:51.0000000,2020-03-28 22:50:27.0000000,1083636,NORMAL
software-engineer,14848,338,lesson - 338,2020-03-16 09:57:54.0000000,2020-03-17 03:50:03.0000000,64329,NORMAL
data-scientist,11217,782,lesson - 782,2020-03-16 10:04:57.0000000,2020-03-28 20:36:53.0000000,1074716,NORMAL
software-engineer,14409,509,lesson - 509,2020-03-16 10:07:08.0000000,2020-03-30 09:15:58.0000000,1206530,NORMAL
software-engineer,14592,519,lesson - 519,2020-03-16 10:19:02.0000000,2020-03-18 19:25:13.0000000,205571,NORMAL
software-engineer,12102,75,lesson - 75,2020-03-16 10:20:37.0000000,2020-03-22 12:41:08.0000000,526831,NORMAL
data-scientist,13876,129,lesson - 129,2020-03-16 10:20:50.0000000,2020-03-17 05:31:29.0000000,69039,NORMAL
data-analyst,10623,620,lesson - 620,2020-03-16 10:23:18.0000000,2020-03-16 17:29:23.0000000,25565,NORMAL
software-engineer,10281,268,lesson - 268,2020-03-16 10:26:48.0000000,2020-04-24 06:48:58.0000000,3356530,NORMAL
data-scientist,14514,226,lesson - 226,2020-03-16 10:26:49.0000000,2020-03-19 13:54:39.0000000,271670,NORMAL
data-scientist,12964,20,lesson - 20,2020-03-16 10:28:02.0000000,2020-03-20 10:57:37.0000000,347375,NORMAL
data-analyst,12181,764,lesson - 764,2020-03-16 10:36:39.0000000,2020-03-30 18:00:31.0000000,1236232,NORMAL
data-scientist,13385,370,lesson - 370,2020-03-16 10:39:07.0000000,2020-03-19 13:30:49.0000000,269502,NORMAL
data-scientist,11730,884,lesson - 884,2020-03-16 10:39:33.0000000,2020-03-19 23:12:45.0000000,304392,NORMAL
